Datum,Zeitstempel,Produkt-ID,Produkt-Typ
8/9/2022,20:02:34,1421,A
8/9/2022,16:58:26,1464,A
8/9/2022,16:45:25,1506,C
8/9/2022,17:44:14,1550,C
8/9/2022,6:41:14,1612,D
8/9/2022,4:28:44,1714,C
8/9/2022,22:00:47,1728,C
8/9/2022,12:11:06,1760,D
8/9/2022,17:09:02,1780,B
8/9/2022,7:43:30,1799,D
8/9/2022,3:07:54,1802,B
8/9/2022,21:42:41,1816,B
8/9/2022,2:25:52,1844,C
8/9/2022,8:08:18,1916,D
8/9/2022,21:10:00,1977,A
8/9/2022,22:51:47,1983,A
8/9/2022,4:05:29,2008,B
8/9/2022,8:03:12,2026,C
8/9/2022,4:36:19,2064,C
8/9/2022,7:10:17,2076,D
8/9/2022,11:09:27,2111,B
8/9/2022,1:29:40,2113,C
8/9/2022,14:42:45,2135,B
8/9/2022,16:28:05,2169,A
8/9/2022,1:45:24,2178,B
8/9/2022,0:26:18,2194,A
8/9/2022,6:54:33,2289,B
8/9/2022,11:13:29,2304,D
8/9/2022,2:40:41,2335,D
8/9/2022,11:42:28,2338,C
8/9/2022,5:38:20,2360,D
8/9/2022,5:06:00,2385,A
8/9/2022,12:51:17,2410,A
8/9/2022,2:15:49,2436,D
8/9/2022,7:26:04,2445,A
8/9/2022,21:57:49,2456,A
8/9/2022,13:19:41,2522,A
8/9/2022,10:22:16,2685,A
8/9/2022,5:44:00,2751,D
8/9/2022,4:07:41,2770,A
8/9/2022,11:38:30,2785,B
8/9/2022,4:25:20,2799,B
8/9/2022,19:41:55,2815,B
8/9/2022,10:02:20,2825,A
8/9/2022,23:40:23,2846,C
8/9/2022,11:29:56,2888,C
8/9/2022,13:47:13,2923,B
8/9/2022,21:40:02,2992,C
8/9/2022,2:59:55,3020,D
8/9/2022,17:39:57,3035,B
8/9/2022,14:08:47,3060,B
8/9/2022,3:31:55,3080,B
8/9/2022,9:23:10,3236,A
8/9/2022,12:10:41,3240,A
8/9/2022,3:52:16,3256,C
8/9/2022,23:30:04,3426,D
8/9/2022,14:57:03,3456,A
8/9/2022,15:01:46,3508,A
8/9/2022,7:02:17,3549,C
8/9/2022,23:51:50,3550,B
8/9/2022,13:53:32,3556,B
8/9/2022,18:49:37,3635,C
8/9/2022,2:34:23,3709,A
8/9/2022,9:36:52,3712,A
8/9/2022,2:38:48,3718,C
8/9/2022,15:24:27,3762,D
8/9/2022,10:28:09,3872,C
8/9/2022,11:43:30,3906,C
8/9/2022,18:01:13,3992,C
8/9/2022,10:36:44,4013,C
8/9/2022,7:25:09,4047,B
8/9/2022,15:10:03,4182,A
8/9/2022,9:02:45,4184,A
8/9/2022,18:59:33,4188,B
8/9/2022,19:59:29,4189,D
8/9/2022,3:11:00,4195,B
8/9/2022,8:58:04,4223,D
8/9/2022,10:39:31,4310,D
8/9/2022,11:48:50,4329,A
8/9/2022,11:27:10,4439,C
8/9/2022,4:35:10,4480,D
8/9/2022,14:22:12,4487,A
8/9/2022,20:27:52,4490,B
8/9/2022,14:47:29,4501,D
8/9/2022,18:10:01,4517,D
8/9/2022,17:03:35,4536,B
8/9/2022,6:26:13,4563,B
8/9/2022,1:45:33,4572,B
8/9/2022,21:31:19,4680,D
8/9/2022,14:47:47,4694,B
8/9/2022,4:56:53,4752,D
8/9/2022,22:40:28,4757,A
8/9/2022,9:28:49,4766,D
8/9/2022,11:55:48,4803,D
8/9/2022,11:28:52,4867,C
8/9/2022,16:34:10,4924,B
8/9/2022,6:21:03,4959,D
8/9/2022,2:40:14,4965,B
8/9/2022,7:36:17,4970,A
8/9/2022,8:12:38,5000,B
8/9/2022,15:36:15,5033,C
8/9/2022,0:21:53,5039,B
8/9/2022,21:24:33,5068,C
8/9/2022,1:26:42,5102,B
8/9/2022,10:19:01,5111,C
8/9/2022,6:36:43,5133,D
8/9/2022,15:35:33,5179,B
8/9/2022,0:28:32,5190,A
8/9/2022,17:32:43,5206,C
8/9/2022,4:57:33,5210,D
8/9/2022,16:48:44,5230,A
8/9/2022,1:52:27,5274,B
8/9/2022,17:58:28,5276,C
8/9/2022,3:48:06,5401,B
8/9/2022,17:11:28,5410,B
8/9/2022,13:31:01,5420,C
8/9/2022,18:35:45,5465,B
8/9/2022,11:33:58,5501,C
8/9/2022,17:39:31,5538,D
8/9/2022,8:18:32,5574,C
8/9/2022,1:03:04,5620,C
8/9/2022,17:41:50,5630,B
8/9/2022,1:10:28,5644,D
8/9/2022,6:51:12,5645,D
8/9/2022,20:29:38,5676,A
8/9/2022,2:43:00,5739,C
8/9/2022,9:44:34,5864,C
8/9/2022,22:00:12,5895,A
8/9/2022,22:16:38,5937,C
8/9/2022,3:22:06,6003,A
8/9/2022,22:30:33,6010,A
8/9/2022,13:34:18,6028,D
8/9/2022,18:59:33,6035,A
8/9/2022,16:19:35,6063,D
8/9/2022,22:16:28,6145,A
8/9/2022,0:02:31,6259,D
8/9/2022,23:07:16,6298,A
8/9/2022,8:21:34,6367,C
8/9/2022,3:13:59,6376,A
8/9/2022,5:20:21,6456,D
8/9/2022,19:20:03,6540,B
8/9/2022,17:02:33,6542,B
8/9/2022,10:59:06,6618,A
8/9/2022,21:12:28,6668,D
8/9/2022,9:15:58,6718,D
8/9/2022,20:08:12,6770,B
8/9/2022,20:34:40,6798,B
8/9/2022,13:23:04,6803,D
8/9/2022,14:56:10,6862,A
8/9/2022,0:33:28,6879,B
8/9/2022,1:56:21,6883,D
8/9/2022,14:16:34,6910,C
8/9/2022,20:00:15,6922,A
8/9/2022,19:10:13,6932,D
8/9/2022,12:18:33,6968,A
8/9/2022,2:20:11,7059,D
8/9/2022,20:45:47,7089,D
8/9/2022,1:00:52,7109,A
8/9/2022,10:00:36,7191,C
8/9/2022,20:47:52,7217,C
8/9/2022,22:00:37,7238,A
8/9/2022,0:02:56,7252,A
8/9/2022,0:26:23,7283,C
8/9/2022,3:49:00,7286,B
8/9/2022,8:55:57,7331,A
8/9/2022,22:28:57,7406,B
8/9/2022,23:50:26,7418,A
8/9/2022,7:18:37,7433,B
8/9/2022,12:44:03,7434,D
8/9/2022,12:11:18,7459,A
8/9/2022,4:00:50,7477,C
8/9/2022,18:48:08,7512,B
8/9/2022,8:35:38,7558,A
8/9/2022,3:20:50,7562,B
8/9/2022,0:04:14,7579,B
8/9/2022,2:19:55,7601,D
8/9/2022,7:49:38,7606,C
8/9/2022,21:30:54,7610,A
8/9/2022,6:02:35,7615,D
8/9/2022,22:09:55,7650,D
8/9/2022,12:22:11,7741,A
8/9/2022,13:57:46,7744,D
8/9/2022,2:46:09,7795,C
8/9/2022,6:08:56,7809,D
8/9/2022,4:01:00,7878,D
8/9/2022,23:58:32,7886,A
8/9/2022,10:07:06,8003,D
8/9/2022,0:56:35,8082,A
8/9/2022,7:35:51,8084,D
8/9/2022,4:28:55,8123,D
8/9/2022,13:29:49,8128,A
8/9/2022,21:16:48,8202,C
8/9/2022,13:15:17,8208,B
8/9/2022,10:47:31,8280,C
8/9/2022,0:50:46,8346,B
8/9/2022,2:58:11,8371,C
8/9/2022,1:09:04,8415,C
8/9/2022,20:51:47,8421,A
8/9/2022,1:54:00,8442,A
8/9/2022,8:35:43,8520,A
8/9/2022,21:10:58,8532,A
8/9/2022,15:25:21,8567,A
8/9/2022,1:54:26,8578,D
8/9/2022,21:29:34,8611,D
8/9/2022,16:06:12,8635,A
8/9/2022,9:32:34,8774,D
8/9/2022,17:48:46,8782,D
8/9/2022,16:47:50,8796,C
8/9/2022,17:41:31,8807,A
8/9/2022,18:06:57,8809,A
8/9/2022,0:02:40,8834,A
8/9/2022,14:25:47,8857,C
8/9/2022,13:13:31,8859,C
8/9/2022,13:07:07,8891,B
8/9/2022,0:08:38,8898,B
8/9/2022,4:52:57,8923,C
8/9/2022,11:09:31,8931,C
8/9/2022,5:24:04,8950,B
8/9/2022,22:04:29,9076,A
8/9/2022,20:42:17,9103,D
8/9/2022,5:22:57,9107,B
8/9/2022,2:47:23,9149,A
8/9/2022,19:50:46,9153,C
8/9/2022,15:19:01,9187,B
8/9/2022,7:16:21,9235,B
8/9/2022,6:43:07,9253,C
8/9/2022,5:36:43,9255,D
8/9/2022,19:32:03,9335,C
8/9/2022,18:13:36,9393,A
8/9/2022,16:46:50,9419,D
8/9/2022,3:57:07,9524,B
8/9/2022,7:45:58,9569,A
8/9/2022,22:00:52,9573,D
8/9/2022,9:10:34,9577,B
8/9/2022,4:17:50,9591,C
8/9/2022,13:25:58,9605,C
8/9/2022,2:17:51,9667,D
8/9/2022,22:48:02,9692,B
8/9/2022,19:22:06,9693,C
8/9/2022,12:14:51,9704,B
8/9/2022,23:46:54,9732,D
8/9/2022,4:19:35,9767,A
8/9/2022,9:07:01,9866,C
8/9/2022,8:50:11,9880,A
8/9/2022,18:38:39,9928,A
8/10/2022,14:32:25,12,B
8/10/2022,21:36:20,54,D
8/10/2022,14:17:25,55,B
8/10/2022,23:37:40,56,A
8/10/2022,4:57:42,58,C
8/10/2022,19:09:54,61,C
8/10/2022,0:08:01,78,B
8/10/2022,1:49:20,121,B
8/10/2022,16:00:57,133,B
8/10/2022,11:27:19,138,A
8/10/2022,23:33:32,154,C
8/10/2022,10:34:17,163,A
8/10/2022,0:27:06,178,A
8/10/2022,0:09:10,234,C
8/10/2022,1:04:20,286,B
8/10/2022,4:34:54,301,A
8/10/2022,14:46:41,305,B
8/10/2022,23:32:35,325,B
8/10/2022,1:01:24,355,A
8/10/2022,10:47:18,398,C
8/10/2022,0:40:17,462,D
8/10/2022,1:33:31,486,A
8/10/2022,13:00:17,514,D
8/10/2022,22:02:17,547,D
8/10/2022,19:44:37,562,B
8/10/2022,17:18:14,673,D
8/10/2022,12:13:37,736,B
8/10/2022,15:10:49,761,C
8/10/2022,1:03:20,762,A
8/10/2022,7:35:00,795,D
8/10/2022,3:43:32,834,D
8/10/2022,16:27:28,835,A
8/10/2022,20:45:33,982,A
8/10/2022,20:12:20,983,B
8/10/2022,5:20:24,986,C
8/10/2022,16:34:35,1040,D
8/10/2022,7:59:38,1090,D
8/10/2022,17:49:59,1098,A
8/10/2022,21:12:07,1118,C
8/10/2022,7:58:32,1120,A
8/10/2022,16:17:10,1207,C
8/10/2022,14:20:23,1233,B
8/10/2022,5:59:03,1324,D
8/10/2022,12:51:42,1340,C
8/10/2022,19:44:29,1386,D
8/10/2022,7:07:15,1410,D
8/10/2022,0:23:01,1417,D
8/10/2022,18:12:57,1432,D
8/10/2022,9:00:14,1471,A
8/10/2022,19:26:29,1587,B
8/10/2022,1:56:41,1663,A
8/10/2022,3:27:14,1715,A
8/10/2022,21:09:43,1735,D
8/10/2022,0:57:22,1768,B
8/10/2022,10:41:35,1769,B
8/10/2022,1:26:44,1788,B
8/10/2022,3:44:52,1827,A
8/10/2022,11:01:58,1848,B
8/10/2022,19:26:09,1859,A
8/10/2022,20:55:56,1862,B
8/10/2022,12:52:12,1893,A
8/10/2022,15:42:28,1911,A
8/10/2022,21:55:41,1980,C
8/10/2022,8:35:27,2043,D
8/10/2022,0:21:18,2094,C
8/10/2022,0:35:46,2110,A
8/10/2022,11:52:20,2112,D
8/10/2022,16:09:21,2142,D
8/10/2022,0:04:04,2195,A
8/10/2022,19:57:12,2211,D
8/10/2022,4:10:45,2218,B
8/10/2022,12:24:27,2252,D
8/10/2022,6:13:18,2260,A
8/10/2022,2:38:49,2272,B
8/10/2022,13:38:17,2300,B
8/10/2022,0:32:18,2331,D
8/10/2022,21:28:12,2339,B
8/10/2022,3:50:16,2341,D
8/10/2022,5:35:54,2387,C
8/10/2022,12:00:13,2472,C
8/10/2022,3:11:13,2498,D
8/10/2022,14:11:22,2506,C
8/10/2022,7:38:34,2517,B
8/10/2022,21:59:49,2544,D
8/10/2022,5:56:28,2588,A
8/10/2022,17:04:31,2627,D
8/10/2022,23:30:00,2636,A
8/10/2022,20:42:11,2658,B
8/10/2022,23:42:54,2689,C
8/10/2022,22:11:45,2782,C
8/10/2022,5:03:44,2813,B
8/10/2022,21:47:23,2827,B
8/10/2022,17:16:08,2844,C
8/10/2022,20:50:46,2850,C
8/10/2022,5:42:29,2852,A
8/10/2022,0:51:29,2870,A
8/10/2022,11:26:10,2871,A
8/10/2022,15:48:31,2876,C
8/10/2022,0:30:29,2883,A
8/10/2022,12:36:53,2902,D
8/10/2022,20:46:24,2908,A
8/10/2022,18:35:05,2911,A
8/10/2022,0:19:17,2951,B
8/10/2022,7:49:46,2957,A
8/10/2022,13:07:43,2959,D
8/10/2022,3:07:40,2999,A
8/10/2022,2:26:22,3017,D
8/10/2022,5:33:33,3056,A
8/10/2022,0:53:01,3059,D
8/10/2022,7:34:43,3067,C
8/10/2022,21:57:40,3081,C
8/10/2022,6:53:28,3127,A
8/10/2022,1:55:35,3129,C
8/10/2022,8:55:47,3213,B
8/10/2022,18:22:11,3250,B
8/10/2022,12:18:16,3258,A
8/10/2022,16:18:35,3266,C
8/10/2022,17:03:31,3284,A
8/10/2022,2:04:02,3333,B
8/10/2022,17:12:46,3349,A
8/10/2022,23:49:00,3352,D
8/10/2022,20:58:15,3378,A
8/10/2022,11:04:37,3423,B
8/10/2022,11:51:59,3450,C
8/10/2022,18:27:01,3471,B
8/10/2022,22:38:25,3475,C
8/10/2022,20:42:17,3488,D
8/10/2022,4:32:49,3490,D
8/10/2022,23:10:01,3605,C
8/10/2022,6:45:07,3641,A
8/10/2022,3:57:06,3667,D
8/10/2022,14:15:22,3673,A
8/10/2022,8:31:52,3675,C
8/10/2022,3:33:14,3697,B
8/10/2022,6:31:30,3722,D
8/10/2022,6:07:16,3782,D
8/10/2022,23:12:49,3789,B
8/10/2022,8:02:25,3809,A
8/10/2022,16:41:43,3935,B
8/10/2022,9:58:11,3976,D
8/10/2022,10:45:43,3980,D
8/10/2022,17:51:21,3991,A
8/10/2022,18:59:48,4023,C
8/10/2022,19:42:41,4124,C
8/10/2022,0:14:15,4177,C
8/10/2022,18:44:49,4186,B
8/10/2022,13:54:59,4200,D
8/10/2022,5:28:00,4226,D
8/10/2022,15:48:09,4228,D
8/10/2022,2:54:31,4231,B
8/10/2022,6:20:03,4242,C
8/10/2022,8:15:28,4269,B
8/10/2022,1:57:22,4298,D
8/10/2022,2:17:17,4305,B
8/10/2022,20:30:28,4326,C
8/10/2022,0:38:00,4330,D
8/10/2022,23:30:48,4355,A
8/10/2022,7:34:54,4362,D
8/10/2022,16:38:16,4416,D
8/10/2022,8:56:22,4451,A
8/10/2022,15:42:04,4483,B
8/10/2022,5:46:47,4545,C
8/10/2022,13:28:29,4583,D
8/10/2022,22:14:03,4622,A
8/10/2022,20:34:47,4629,D
8/10/2022,23:12:59,4706,B
8/10/2022,17:24:22,4755,D
8/10/2022,2:17:37,4770,B
8/10/2022,18:19:33,4771,A
8/10/2022,19:01:08,4789,D
8/10/2022,3:16:05,4941,B
8/10/2022,5:45:51,5006,C
8/10/2022,15:42:29,5008,B
8/10/2022,8:40:55,5030,D
8/10/2022,12:40:58,5043,C
8/10/2022,17:41:51,5075,D
8/10/2022,7:57:52,5091,A
8/10/2022,22:18:46,5103,C
8/10/2022,17:24:48,5132,B
8/10/2022,2:03:24,5165,A
8/10/2022,23:16:09,5180,C
8/10/2022,22:14:53,5182,C
8/10/2022,10:35:06,5199,B
8/10/2022,6:16:20,5247,B
8/10/2022,10:27:00,5281,B
8/10/2022,2:17:00,5292,D
8/10/2022,11:22:42,5342,C
8/10/2022,0:11:40,5360,A
8/10/2022,22:24:47,5362,C
8/10/2022,15:00:17,5380,D
8/10/2022,2:11:58,5391,C
8/10/2022,0:38:20,5395,D
8/10/2022,21:56:57,5406,A
8/10/2022,7:54:56,5426,C
8/10/2022,8:43:52,5450,D
8/10/2022,9:35:31,5460,A
8/10/2022,18:54:11,5550,B
8/10/2022,13:50:01,5560,B
8/10/2022,2:03:25,5605,B
8/10/2022,3:06:16,5617,B
8/10/2022,0:06:24,5648,C
8/10/2022,12:52:30,5681,C
8/10/2022,19:22:46,5808,B
8/10/2022,12:14:17,5853,D
8/10/2022,14:18:00,5921,D
8/10/2022,11:00:21,5930,D
8/10/2022,20:24:10,5982,C
8/10/2022,1:20:00,6004,B
8/10/2022,0:55:16,6006,B
8/10/2022,9:24:11,6080,D
8/10/2022,16:33:11,6095,B
8/10/2022,20:25:16,6099,B
8/10/2022,2:55:34,6126,B
8/10/2022,4:28:36,6174,A
8/10/2022,16:19:35,6279,D
8/10/2022,3:59:20,6280,A
8/10/2022,6:09:04,6296,B
8/10/2022,22:01:23,6301,D
8/10/2022,23:10:18,6320,B
8/10/2022,4:12:05,6351,C
8/10/2022,0:38:12,6356,A
8/10/2022,14:58:00,6377,B
8/10/2022,16:19:44,6388,C
8/10/2022,8:26:29,6410,D
8/10/2022,12:46:54,6440,C
8/10/2022,0:24:24,6579,C
8/10/2022,6:00:55,6605,B
8/10/2022,14:10:27,6617,B
8/10/2022,16:19:42,6793,C
8/10/2022,19:16:51,6854,A
8/10/2022,23:16:05,6912,B
8/10/2022,20:23:53,6974,A
8/10/2022,11:43:27,6985,A
8/10/2022,13:49:30,7038,D
8/10/2022,13:54:22,7054,A
8/10/2022,16:11:28,7084,D
8/10/2022,17:38:37,7099,A
8/10/2022,22:59:44,7122,A
8/10/2022,3:45:06,7127,D
8/10/2022,9:43:04,7224,B
8/10/2022,10:37:21,7231,B
8/10/2022,16:20:02,7254,C
8/10/2022,0:11:22,7265,A
8/10/2022,19:30:19,7439,A
8/10/2022,5:51:01,7452,B
8/10/2022,4:06:51,7456,A
8/10/2022,3:46:03,7471,D
8/10/2022,7:11:56,7510,A
8/10/2022,20:44:52,7560,B
8/10/2022,15:50:59,7627,B
8/10/2022,5:21:03,7696,B
8/10/2022,3:59:46,7875,A
8/10/2022,3:43:01,7917,A
8/10/2022,11:00:06,7922,D
8/10/2022,2:41:43,7926,A
8/10/2022,14:31:01,7961,C
8/10/2022,8:05:04,7994,B
8/10/2022,10:08:37,8016,C
8/10/2022,9:05:53,8017,A
8/10/2022,23:24:12,8083,D
8/10/2022,17:26:50,8203,D
8/10/2022,14:24:59,8281,C
8/10/2022,21:28:26,8284,C
8/10/2022,2:28:06,8347,A
8/10/2022,20:08:51,8359,B
8/10/2022,23:13:15,8369,B
8/10/2022,17:56:41,8398,C
8/10/2022,11:11:52,8435,D
8/10/2022,16:05:00,8562,B
8/10/2022,0:01:14,8610,B
8/10/2022,11:12:09,8614,B
8/10/2022,19:37:14,8622,B
8/10/2022,19:16:29,8640,A
8/10/2022,0:33:46,8651,A
8/10/2022,3:05:51,8659,C
8/10/2022,5:05:44,8663,C
8/10/2022,3:20:46,8698,B
8/10/2022,18:17:35,8714,D
8/10/2022,8:32:35,8758,D
8/10/2022,21:44:09,8839,B
8/10/2022,11:45:17,8960,A
8/10/2022,9:33:00,8969,D
8/10/2022,3:20:19,9034,D
8/10/2022,11:21:22,9094,D
8/10/2022,1:55:00,9135,B
8/10/2022,15:51:51,9180,C
8/10/2022,21:03:59,9188,B
8/10/2022,1:07:51,9209,B
8/10/2022,13:25:16,9221,A
8/10/2022,16:36:19,9229,C
8/10/2022,12:18:51,9245,C
8/10/2022,19:44:57,9280,B
8/10/2022,17:11:08,9301,A
8/10/2022,1:50:08,9364,B
8/10/2022,9:43:38,9402,D
8/10/2022,18:38:00,9431,C
8/10/2022,18:29:06,9433,C
8/10/2022,17:16:08,9450,A
8/10/2022,2:50:53,9464,B
8/10/2022,8:25:29,9477,C
8/10/2022,17:28:47,9625,A
8/10/2022,7:50:46,9640,C
8/10/2022,5:14:25,9643,C
8/10/2022,6:28:07,9650,D
8/10/2022,7:24:24,9661,A
8/10/2022,4:03:55,9672,D
8/10/2022,16:21:23,9715,C
8/10/2022,8:47:49,9719,C
8/10/2022,6:10:02,9727,A
8/10/2022,15:45:42,9764,B
8/10/2022,5:44:36,9770,C
8/10/2022,8:14:21,9799,A
8/10/2022,1:54:26,9822,D
8/10/2022,12:14:00,9829,B
8/10/2022,7:19:08,9836,A
8/10/2022,0:36:13,9839,C
8/10/2022,22:38:33,9844,A
8/10/2022,20:09:53,9851,C
8/10/2022,3:16:41,9855,D
8/10/2022,1:58:17,9911,D
8/10/2022,15:06:43,9990,A
8/11/2022,5:22:58,28,C
8/11/2022,6:10:17,49,D
8/11/2022,7:15:08,96,A
8/11/2022,9:29:15,108,D
8/11/2022,21:45:25,145,A
8/11/2022,6:22:08,168,B
8/11/2022,14:38:08,227,C
8/11/2022,1:09:00,236,C
8/11/2022,17:12:43,264,A
8/11/2022,21:00:38,268,B
8/11/2022,11:28:36,280,C
8/11/2022,12:50:04,288,D
8/11/2022,22:41:56,313,A
8/11/2022,16:00:08,319,C
8/11/2022,1:23:59,348,C
8/11/2022,19:04:29,358,C
8/11/2022,2:09:44,415,D
8/11/2022,20:55:10,461,A
8/11/2022,2:08:01,488,C
8/11/2022,19:35:34,524,B
8/11/2022,3:35:52,544,B
8/11/2022,14:22:29,564,B
8/11/2022,16:17:46,610,D
8/11/2022,9:47:06,619,B
8/11/2022,19:01:16,626,B
8/11/2022,12:55:24,660,D
8/11/2022,23:22:55,676,C
8/11/2022,8:26:18,694,B
8/11/2022,15:01:52,699,B
8/11/2022,17:36:43,710,B
8/11/2022,15:06:19,757,A
8/11/2022,11:30:37,765,B
8/11/2022,15:05:34,827,D
8/11/2022,20:35:56,828,D
8/11/2022,20:27:47,901,A
8/11/2022,7:30:23,905,D
8/11/2022,9:51:33,931,D
8/11/2022,18:41:12,1005,A
8/11/2022,1:39:18,1010,D
8/11/2022,16:05:39,1048,B
8/11/2022,18:40:00,1073,C
8/11/2022,19:39:30,1074,C
8/11/2022,20:13:52,1080,C
8/11/2022,14:39:16,1100,B
8/11/2022,14:30:39,1149,B
8/11/2022,13:19:22,1164,B
8/11/2022,2:21:24,1182,C
8/11/2022,21:51:09,1370,C
8/11/2022,19:26:13,1380,C
8/11/2022,18:13:52,1415,A
8/11/2022,4:15:30,1505,A
8/11/2022,4:41:52,1553,B
8/11/2022,6:58:30,1563,A
8/11/2022,5:42:50,1600,A
8/11/2022,14:42:42,1623,A
8/11/2022,1:02:15,1755,B
8/11/2022,4:04:10,1811,B
8/11/2022,14:01:57,1868,D
8/11/2022,6:30:58,1922,B
8/11/2022,17:33:56,1934,A
8/11/2022,11:55:12,1964,D
8/11/2022,15:59:33,1970,C
8/11/2022,20:22:59,1982,C
8/11/2022,15:53:09,2019,B
8/11/2022,6:43:10,2028,B
8/11/2022,8:03:55,2061,A
8/11/2022,14:54:41,2067,D
8/11/2022,18:56:15,2071,B
8/11/2022,17:59:37,2085,D
8/11/2022,14:15:30,2273,B
8/11/2022,5:42:13,2291,C
8/11/2022,5:58:52,2320,A
8/11/2022,13:21:34,2370,B
8/11/2022,22:21:20,2390,A
8/11/2022,20:59:58,2401,A
8/11/2022,13:13:17,2492,D
8/11/2022,23:34:30,2525,D
8/11/2022,21:24:46,2537,B
8/11/2022,1:53:14,2576,D
8/11/2022,23:52:07,2589,A
8/11/2022,11:52:09,2621,C
8/11/2022,4:31:29,2625,A
8/11/2022,0:47:56,2647,D
8/11/2022,4:51:03,2677,B
8/11/2022,17:29:07,2712,A
8/11/2022,16:37:40,2735,A
8/11/2022,11:32:42,2753,A
8/11/2022,13:31:29,2798,A
8/11/2022,20:46:14,2865,C
8/11/2022,18:52:15,2913,A
8/11/2022,19:35:18,2930,C
8/11/2022,6:35:39,2936,B
8/11/2022,2:01:49,2947,D
8/11/2022,9:15:00,2949,B
8/11/2022,15:30:32,2962,B
8/11/2022,7:40:06,2967,C
8/11/2022,8:31:04,3004,B
8/11/2022,21:56:43,3023,D
8/11/2022,16:50:28,3034,D
8/11/2022,17:26:49,3066,B
8/11/2022,18:57:59,3096,A
8/11/2022,21:01:05,3102,C
8/11/2022,18:46:30,3112,D
8/11/2022,12:44:14,3120,B
8/11/2022,19:23:23,3133,D
8/11/2022,12:39:34,3153,D
8/11/2022,6:43:18,3210,A
8/11/2022,13:16:50,3281,A
8/11/2022,16:40:41,3310,C
8/11/2022,11:23:28,3331,B
8/11/2022,11:33:04,3346,C
8/11/2022,5:45:13,3413,D
8/11/2022,6:06:45,3452,C
8/11/2022,0:21:39,3455,D
8/11/2022,2:48:29,3496,B
8/11/2022,23:01:32,3517,D
8/11/2022,18:07:56,3543,B
8/11/2022,6:13:30,3548,C
8/11/2022,16:42:02,3560,C
8/11/2022,12:31:06,3602,C
8/11/2022,1:21:48,3606,B
8/11/2022,0:23:32,3683,A
8/11/2022,7:45:05,3727,A
8/11/2022,18:32:22,3766,B
8/11/2022,11:32:10,3786,B
8/11/2022,16:06:33,3792,C
8/11/2022,4:45:33,3795,A
8/11/2022,8:36:46,3849,C
8/11/2022,23:04:45,3867,C
8/11/2022,1:25:10,3868,C
8/11/2022,9:57:50,3893,D
8/11/2022,16:18:28,3895,D
8/11/2022,21:19:51,4009,C
8/11/2022,10:19:45,4037,A
8/11/2022,0:34:31,4038,C
8/11/2022,6:46:59,4064,C
8/11/2022,5:02:50,4068,B
8/11/2022,8:54:16,4073,B
8/11/2022,6:03:35,4076,A
8/11/2022,11:00:39,4080,B
8/11/2022,0:53:41,4114,A
8/11/2022,14:58:25,4138,A
8/11/2022,18:46:22,4166,C
8/11/2022,2:29:04,4241,C
8/11/2022,7:38:21,4312,D
8/11/2022,0:35:50,4323,C
8/11/2022,17:01:53,4331,D
8/11/2022,11:05:10,4343,A
8/11/2022,5:59:42,4366,A
8/11/2022,0:40:41,4373,A
8/11/2022,21:07:57,4481,A
8/11/2022,19:52:09,4486,D
8/11/2022,10:43:28,4500,D
8/11/2022,6:40:52,4513,A
8/11/2022,1:24:57,4531,C
8/11/2022,7:03:52,4534,C
8/11/2022,5:20:27,4565,A
8/11/2022,17:20:16,4598,A
8/11/2022,13:12:18,4606,B
8/11/2022,17:36:45,4665,A
8/11/2022,13:10:04,4745,B
8/11/2022,13:48:44,4806,D
8/11/2022,6:42:48,4815,C
8/11/2022,6:22:05,4820,C
8/11/2022,1:32:00,4834,D
8/11/2022,0:56:03,4869,D
8/11/2022,10:17:52,4895,B
8/11/2022,21:34:26,4901,B
8/11/2022,9:54:24,4997,D
8/11/2022,23:25:13,5016,B
8/11/2022,22:52:51,5112,C
8/11/2022,20:12:16,5152,A
8/11/2022,19:09:40,5186,D
8/11/2022,2:33:59,5205,D
8/11/2022,7:09:28,5214,B
8/11/2022,8:41:30,5224,D
8/11/2022,9:22:23,5256,C
8/11/2022,11:36:46,5318,D
8/11/2022,0:24:13,5324,A
8/11/2022,17:11:07,5334,A
8/11/2022,15:52:02,5383,C
8/11/2022,14:27:43,5388,D
8/11/2022,2:14:01,5405,C
8/11/2022,1:26:46,5408,D
8/11/2022,12:00:13,5432,D
8/11/2022,4:55:06,5438,A
8/11/2022,18:40:38,5456,C
8/11/2022,17:19:38,5521,B
8/11/2022,2:05:56,5524,B
8/11/2022,14:16:50,5535,A
8/11/2022,20:54:24,5537,B
8/11/2022,2:45:38,5581,A
8/11/2022,1:24:35,5583,D
8/11/2022,23:43:57,5626,B
8/11/2022,8:52:51,5638,C
8/11/2022,6:53:32,5642,D
8/11/2022,21:46:22,5666,D
8/11/2022,18:16:58,5669,B
8/11/2022,0:02:54,5705,C
8/11/2022,23:08:29,5769,D
8/11/2022,11:50:41,5797,C
8/11/2022,20:40:59,5800,C
8/11/2022,13:18:43,5817,B
8/11/2022,20:30:14,5835,C
8/11/2022,10:21:43,5888,C
8/11/2022,16:45:06,5894,A
8/11/2022,12:57:43,5905,C
8/11/2022,3:59:58,5945,D
8/11/2022,2:00:00,5983,D
8/11/2022,17:54:06,5994,D
8/11/2022,19:46:11,5998,A
8/11/2022,14:18:16,6023,D
8/11/2022,10:03:07,6037,A
8/11/2022,22:50:26,6055,C
